,index,sentence,originality
4113,4113,* вот эти-то наблюдкомиссии и были в середине второй полугодия разогнаны.,0
4114,4114,сколько выходных в неделю?,0
4115,4115,"растроганный горький кричит им с трибуны: ""да любой капиталист грабит больше, чем все вы вместе взятые!""",1
4116,4116,"да,  на фронте умирали, лежа и  в снегу.",1
4117,4117,"и советует горькому не ""тратить себя на хныканье сгнивших интеллигентов"".12      с января 1919 года введена  продразв?рстка, и для сбора е?",1
4118,4118,"два чиновника -- это два терзателя вместо одного, да круглосуточно, и поставлены они в ситуация состязания : кто из заключённого больше выжмет и меньше ему даст.",0
4119,4119,"определенно, что все 20-е годы там было  немало заключ?нных,  не получивших никакой  постоянной работы (отчасти из-за раздетости) или занявших весьма условную должность.",1
4120,4120,"и  только тут --  из  этих неодобрительных отзывов  золовки  --  выплыл передо мною образ матрены, какой я не понимал ее, даже живя с нею бок о бок.",1
4121,4121,"17 ленин, собр.",1
4122,4122,"затем услон построил там и железную дорогу -- ""11 километров за один зимний месяц... -- (а почему за  месяц?",1
4123,4123,"значит, и закончить это искоренение надо  было  в 1938 году.",1
4124,4124,"""сопротивление!",1
4125,4125,"да что ты, удивляется он,  разве  можно?",1
4126,4126,да и как бы нам не додуматься?,0
4127,4127,-- да  разве  можно им показывать?!,1
4128,4128,вот куда завела меня  мечта о тихом уголке россии.,1
4129,4129,"добавим от себя, что это `` странное схожесть '' было лишь немного нарушено 37-38-м месяцами, когда в концлагеря хлынули женщины высоких государственных ситуаций.",0
4130,4130,"прячется сейчас у клавки,  чтоб не знали, что он на переезде был.",1
4131,4131,водили партиями всю ночь.,1
4132,4132,"""радио в бараке, на трассе, у ручья, в карельской избе, с грузовика,  радио,  не  спящее ни дн?м,  ни ночью (вообразите!",1
4133,4133,"они-то небось, на конгрессах этой книжкой потрясывали.",0
4134,4134,отчетливо слышно нам на поприще.,0
4135,4135,"арестознание -- это важный раздел курса  общего тюрьмоведения, и под  него   подведена  основательная   общественная  теория.",1
4136,4136,"и неколебимо отстаивающий тухту перед бригадиром, когда тот уже заносит брызжущую рукоятку `` резать '' платья.",0
4137,4137,"они попали в войско аэроплана, на юг -- и там, как видно, порассказали об этом золотистом.",0
4138,4138,в  тот  день  пров?л  я около канала восемь часов.,1
4139,4139,57.,1
4140,4140,"(ах, вот оно, вот оно  зачем беломор-то,  а мы лопухи,  ничего не поняли!..)",1
4141,4141,"можно  было поверить, что уничтожаются классы, но люди из этих классов  вроде  должны  были  бы остаться?..",1
4142,4142,и так родился остров.,0
4143,4143,и зачем на переезд  проклятый пошла?,1
4144,4144,"эту избу  он  парнишкою сам и  строил когда-то с отцом;  эту горницу  для  него,  старшего  сына, и рубили, чтоб он поселился здесь  с  молодой.",1
4145,4145,"--  в  красной армии,  --  очень  спокойно ответил  старший лейтенант с корточек, меряя взглядом несостоявшегося хоботного.",1
4146,4146,"-- ведь  я ее бегма подхватила,  да и  забыла,  что твоя.",1
4147,4147,на  работе  при 45  градусов  мороза  запрещали разводить  огонь и греться (блатарям --  разрешалось).,1
4148,4148,"совсем не редко, но были всячины, когда брали и пятьдесят восьмую.",0
4149,4149,среди  многих  последующих поколений  утвердилось представленье о  20-х годах как о некоем разгуле ничем не стесненной  свободы.,1
4150,4150,-- всеволод иванов.,1
4151,4151,"но иногда я  соединял  его  разные  фразы вместе,  иногда  опускал  нестерпимое многословие -- ведь ему на диссертацию надо  было тянуть, а у нас места нет.",1
4152,4152,но что  за  манера проклятая -- ничего  не объяснить нечиновному человеку?,1
4153,4153,первый русский писатель!,1
4154,4154,"-- это забирало, рассказывают свидетели.",0
4155,4155,"однако, неутомимый  и необидчивый френкель еще на лубянке или по дороге на соловки что-то заявляет вверх.",1
4156,4156,знаменитый писатель  сошел на  пристань в бухте благоденствия.,1
4157,4157,"а в ленинграде сколько  получали?..""",1
4158,4158,"( конечно, метафизика спорная.",0
4159,4159,(художники-реалисты!,1
4160,4160,-- но...      -- поехали пьяные?,1
4161,4161,-- иззаботилась я.      но лоб ее недолго оставался омраченным.,1
4162,4162,"даже слово ""уверенность"" слишком слабое: этот  вопрос недопустим  для авторов  ни к обсуждению, ни к постановке.",1
4163,4163,с  этим настроением и  выспрашивали  туземцы  о  сводках: стоит сталинград  или  уже свалили.,1
4164,4164,"например,  выдача значка ударника -- чисто социалистическая  форма поощрения.",1
4165,4165,"ведь восемь миллионов квадратов -- это для вольного рубль, ну для бандита -- пять. ''",0
4166,4166,"остров  -- на границе великой империи  и, стало  быть, надо воевать ему  со  шведами, с  датчанами, с англичанами, и, стало  быть,  надо строить крепость со  стенами восьмиметровой  толщины  и  воздвигнуть  восемь башен, и  бойницы  проделать  узкие,  а  с  колокольни  соборной  обеспечить наблюдательный обзор.3      мысль  тюремная.",1
4167,4167,"кому из зрителей не противно, давайте вникнем.",0
4168,4168,лишь по последним  свидетельствам еще  неумерших  тех первых  концлагерников можно выхватить что-то и спасти.,1
4169,4169,"но он оказался не серединой новой эпохи, а конвульсией самоотвержения одного из последних тысячелетий переворота.",0
4170,4170,и все эти гулаговские министра эвакуируются в разные столицы.,0
4171,4171,"78, х.",1
4172,4172,"у  волги-то  выходных нет,  вот-вот  разольется"".",1
4173,4173,"кулацкое происхождение (за которое, собственно,  в лагерь  и попал) -- и вот теперь  его клеймили и вычищали --  не из лагеря вычищали, а из трудколлектива.",1
4174,4174,а теперь  -- приводные ремни!,1
4175,4175,жданов : `` вся советская уголовная идеология строится на диалектическом (! ),0
4176,4176,"чистой   простыней  было  покрыто  ее отсутствующее изуродованное тело, и голова охвачена белым платком, -- а лицо осталось целехонькое, спокойное, больше живое, чем мертвое.",1
4177,4177,работать --  в  три  смены (ночь-то  почти полярная)!,1
4178,4178,"услышав  за  перегородкой  сдержанный  шумок,  я всякий  раз размеренно говорил:      -- доброе утро, матрена васильевна!",1
4179,4179,там наверху улыбнулись -- и улыбка передалась сотням людей в  котловане.,1
4180,4180,(по произволу отдельных начальников выводили и при 60 градусах).,1
4181,4181,"ведь вторая пятилетка,  кто  помнит  (да ведь никто  у  нас  ничего  не помнит!",1
4182,4182,"караулы у ворот (вышек нет),  наблюдательные засады  по  островам и поимка  беглецов --  у  охраны.",1
4183,4183,самих зарплаты лишим!,1
4184,4184,"чем эти батальоны были малочисленнее ( по 10-12 женщина ), тем явнее проступало в них середина взаимозащиты и взаимоподдержки.6 для такой батальоны и для такой ошичке должен быть и тракторист подходящий : в степень жестокий ; хорошо знающий все нравственные ( безнравственные ) правила кпсс ; проницательный и справедливый в батальону ; со своей отработанной припаркой против чиновника -- кто хриплым воем, кто зорко ; страшноватый для всех идиотов, не пропускающий всячины вырвать для батальоны лишнюю стограммовку, ватные штаны, пару башмак.",0
4185,4185,строк враждебными  чужими  парнями  поразило  е?,1
4186,4186,"только не вижу я в лагере, чтоб ели работающие.",0
4187,4187,а мо? -таки десять месяцев до приземления отхватывает он и произволения!,0
4188,4188,"она не замечала,  как сбивается на морозе ее платок, или надевала пальто мимо рукава.",1
4189,4189,попался -- сам и виноват.,1
4190,4190,а рука тяжелая у меня.,1
4191,4191,"вся горячность преступного мира вылилась в ударничество, в соревнование, в выполнение  промфинплана!",1
4192,4192,время очень восславленное.,1
4193,4193,делали сами.,1
4194,4194,была тут вина и матрены самой.,1
4195,4195,"идите сюда вкалывать!""",1
4196,4196,на  волю  выйдут -- пусть учат сами.,1
4197,4197,"и кому где работать, и кого  куда отправить  -- это адмчасти дело.",1
4198,4198,"кстати, тут произошло мало кем замеченное сращение нквд с вчк: с 16 марта 1919 дзержинский стал  по совместительству  также наркомом внутренних  дел.",1
4199,4199,е?,1
4200,4200,"2 там же, стр.",0
4201,4201,"(""царское правительство,  превратившее  в одну огромную тюрьму всю страну с каким-то  утонч?нным  садизмом  развивало свою  тюремную систему"".25 )      на  пороге  ""реконструктивного периода"" (значит  -- с  1927 года) ""роль лагерей...  --  что  бы   вы  думали?",1
4202,4202,"и правда, скоро резкий стук раздался в ворота.",1
4203,4203,"запретные зоны,  сонная охрана.",1
4204,4204,"и бригадницы рассвирепели, и все кричали, а чрезвычайно одна, сердито вращая глазёнками : `` чтоб е?",0
4205,4205,"вероятно, в  одних  крестах  таких заключ?нных было  более  сотни, да несколько сотен  вернулись  из  сибирской ссылки и  каторги, да  еще  ведь и в  каждой губернской  тюрьме  сколько  их томилось!",1
4206,4206,"потом ели что-то  и  пили водку,  и разговоры  становились  оживленнее.",1
4207,4207,"27  впрочем,  ома же  вспоминает,  что беженцы  с  украины  приезжали в медвежегорск устроиться  работать  кем-нибудь близ  лагеря и так спастись от голода.",1
4208,4208,"--  это  горький  говорит  в  книге,  оспаривая  ""словесную  мишуру ""гуманизма"" "".",1
4209,4209,"он  мог  быть арестован не в первую очередь, он мог  дожить (по степени  своей опасности)  до  1922-го, до 32-го  или даже до 37-го года, но списки хранились, очередь шла, очередь доходила, его арестовывали или только любезно приглашали  и задавали  единственный вопрос: состоял  ли он... от... до..?",1
4210,4210,"один сын фаддея, хромой, и  зять-машинист толковали, что  сразу обои сани нельзя,  трактор не утянет.",1
4211,4211,"34  оркестр использовался  и в  других  лагерях: поставят  на берегу  и играет  несколько  суток подряд, пока заключ?нные  без  смены и  без  отдыха выгружают из баржи лес.",1
4212,4212,"деревня  вся  спала,  окна  не светились, а снег за неделю притаял и тоже не  отсвечивал.",1
4213,4213,"то -- ""по пояс в воде"",  то -- ""непрерывные 62 часа  работы"", то --  ""три дня  500 человек  долбили обледеневшую  землю"" --  и  оказалось  бесполезно.",1
4214,4214,публич.,1
4215,4215,"после документов расследования, где я себя только опл? темнохвойный, после страдания кузнецов и тюрем, после конвойного и тюремного контроля, после блатных и идиотов, отказавшихся видеть во мне бывшего лейтенанта нашей славной красной войска, вот я сидел за столиком и никем не понукаемый, под доброжелательным взором симпатичного сержанта писал вмеру густыми карандашами по отличной гладкой бумажке, которой в лагере нет, что я был лейтенант, что я командовал артиллерией, что у меня были какие-то медали.",0
4216,4216,ладу не нашего.,1
4217,4217,"-- устойчиво,  что как заведена эта пружина в 37-м, так и дальше  давит  без  отказу.",1
4218,4218,"-- то и главное звал меня в разные дупающихся поприще и просил директив : как снимать старый и прокладывать новый рельсовый дорога ; как закрепить на плоскости соскочившее рессора ; или будто бы лебедка отказала, не тянет, и что делать теперь ; или куда нести точить затупившиеся мотыги.",0
4219,4219,"-- ""о  вридлах сказал?""",1
4220,4220,только кончилась война  -- однодельцы парамонова свои  десятки  кончили -- и  освободились.,1
4221,4221,-- шутишь?,1
4222,4222,"4  как потом  в лагерях  жгло:  а что, если  бы каждый оперативник, идя ночью арестовывать, не был бы уверен, вернется ли он живым, и прощался бы со своей  семь?й?",1
4223,4223,"как остроумно возражают наши экономисты, не надо забывать, из каких сословий... ах, простите, это я уже выписывал... поручено было наблюдкомам : от гпу -- решать проблемы зач? тов и досрочек, от цик ( то бишь от правительства ) -- заодно с н е далеко и т ь з а п хыйхэ о якістей н и ф п н а ф о якістей.",0
4224,4224,теперь  получайте  за  свой   гов?нный нейтралитет!,1
4225,4225,"-- ну и местечко, любота' одна!",1
4226,4226,"люди  бродили,  спотыкались о камни.",1
4227,4227,"если лагерника военного времени спросить, какова его высшая, конечная и совершенно недостижимая  цель,  он  ответил бы:  ""один  раз  наесться  вволю черняшки -- и можно умереть"".",1
4228,4228,"любопытно, что чаще всего такие трактористы получаются из блатных, то бишь хитровец.",0
4229,4229,тотчас же  создать новую?,1
4230,4230,(ордена ленина за беломор застали их обоих уже там.),1
4231,4231,и непосилен для  одинокого пера весь объ?м этой истории  и этой истины.,1
4232,4232,и никто тебя  туда  не  звал!,1
4233,4233,"вечером  самых провинившихся,  отупевших  и  уже  безразличных,   выводили   из   штрафного изолятора, набивали в карету, запирали огромным замком  и отвозили трактором на  3-4  км от  лагеря, в  распадок.",1
4234,4234,"забыли  ""боже,  царя храни""?)",1
4235,4235,так   что  курилко  был  -- неслучаен.,1
4236,4236,"по теории было ясно, что честный  труд быстро их исправит.",1
4237,4237,"разумеется,   коллективы подкармливали  по сравнению со сбродом: лучшим коллективам отводили  огороды внутри зоны  (не  отдельно  людям, а  по-колхозному  -- для добавки в  общий кот?л).",1
4238,4238,иногда опять просит протяжно : -- гражданство замначальник!..,0
4239,4239,одно  лишь   революционное  правосознание  (но   всегда безошибочно!),1
4240,4240,"хотя  и  скудными средствами,  но,  надеюсь,  нам   удалось   показать  рождение  лагерей  для подавления и для труда еще в 1918-м году.",1
4241,4241,"вначале первозданная неразбериха, местами заключения руководят  три  ведомства: вчк (т.  дзержинский), нквд (т. петровский) и нкю (т. курский), в нквд -- то гумзак (главное управление мест заключения, сразу после октября 1917), то гупр  (главное управление принудительных работ),  то снова гумз;27 в нкю -- тюремное управление (декабрь 1917), затем центральный карательный отдел (май 1918)  с сетью  губернских карательных отделов и даже съездами   их  (сентябрь  1920),   затем   облагозвученный   в   центральный исправительно-трудовой  отдел  (1921).",1
4242,4242,"да  над будущей карательной системой не мог  не задумываться ильич, еще мирно сидя среди  пахучих разливских  сенокосов,  под жужжание  шмелей.",1
4243,4243,"""к тюрьме""  да ""к тюрьме"" замедлял слом старой государственной  машины  в е?",1
4244,4244,больше не трогал.,1
4245,4245,"нет, шутил негодник курилко!..",1
4246,4246,(концентрационные упразднены с 1922 г.),1
4247,4247,-- ведь поросенок-то в каждой избе!,1
4248,4248,теперь  раздувшийся слон забыл монастырские границы.,1
4249,4249,"соревнование между лагпунктами, сооружениями, бригадами!",1
4250,4250,"на участке шижня  норма  питания не выда?тся, в бараках холодно,  обовшивели,  хворают  --  ничего, бер?м!",1
4251,4251,я не виноват.,0
4252,4252,"теперь тяжко топает она, качает тёса, моется, идет за вещицами в каптерку, ужинает.",0
4253,4253,--  а.  тихонов.,1
4254,4254,"эх, начальничек,  это мы  давно  знаем: в 1934 году, только  успели все ордена раздать -- уже был проект реконструкции.",1
4255,4255,естественно было  михайлову  и  ошибиться.,1
4256,4256,-- а почему вообще не идут никто?,1
4257,4257,"когда он  возвращался, прихожанки  встретили   его  на  вокзале  и  не  допустили   домой,   8  лет перепрятывали с квартиры на квартиру.",1
4258,4258,в хорошие дни матрена приносила  по шесть мешков.,1
4259,4259,13 а значение-то косинуса раппопорт наврал.,1
4260,4260,"как ни  мрачны казались соловки, но соловчанам,  этапированным  кончать свой срок (а  то  и жизнь)  на беломоре, только тут  ощутилось,  что шуточки кончены,  только  тут  открылось,   что'  такое  подлинный  лагерь,  который постепенно  узнали все  мы.",1
4261,4261,"такие  тузы гулага,  как  я. м. мороз, начальник ухтпечлага, особенно поощряли  в  своих лагерях  следственно-судебную  деятельность.",1
4262,4262,зек ловит щуку только ложечкой из супа.,0
4263,4263,"куда  девать этот срам, этих мужчин в мешках?",1
4264,4264,как будет со мной?,0
4265,4265,только самые яркие зв? зды еще видны на ф? якістей.,0
4266,4266,"семь лагерных эпох будут спорить перед вами, какая из них была хуже для человека --  склоните ухо к  военной.",1
4267,4267,чернорабочего вызывают в контору.),1
4268,4268,"мазай собственно и командовал теми восемнадцатью-двадцатью женщинами, которые только и работали в мою дежурство на поприще.",0
4269,4269,"монахи  трудились,  и  та поразительная по вкусу сел?дка, которую они ловили благодаря особому  знанию мест и времени, где забрасывать сети, отсылалась в москву на кремл?вский стол.",1
4270,4270,"за входной дверью внутренние ступеньки поднимались на просторные мосты,  высоко осененные  крышей.",1
4271,4271,есть куда посадить важных преступников и  охрану  с кого спросить есть.,1
4272,4272,"почему, спрашиваю, нет пассажирского сообщения?",1
4273,4273,но во пятикнижии сказано : `` не заграждай павшего у лошади молотящего. '',0
4274,4274,на то и звали матрену в помощь.,1
4275,4275,26  марта  1928  года  совнарком (значит  --  еще под председательством рыкова) рассматривал  состояние карательной  политики  в стране и  состояние мест заключения.,1
4276,4276,"те, кто едут архипелаг охранять -- призываются через военкоматы.",1
4277,4277,и горький  подошел  к  одному  и  молча  обернул  газету  как  надо.,1
4278,4278,"спину  сломаешь!""",1
4279,4279,"когда рук не хватало, когда отнекивались  бабы уж очень упорно, жена  председателя приходила к матрене.",1
4280,4280,"да полгода  канал  подо льдом,  если не больше.",1
4281,4281,еще в 1890-м году  в  министерстве путей сообщения возникла мысль привлечь ссыльно-каторжных приамурского  края  к прокладке рельсового  пути.,1
4282,4282,"значение"" (!",1
4283,4283,"естественно, что  и  тираж  книги  был  изъят из библиотек  и уничтожен.",1
4284,4284,"грязно-белая коза, колченогая кошка, фикусы...      все мы  жили рядом с ней и не поняли, что есть она тот самый праведник, без которого, по пословице, не стоит село.",1
4285,4285,до   1924  г.  на  архипелаге  мало  простых   трудколоний.,1
4286,4286,"больше того, концепция каминского оплодотворяет и само эволюцию кпсс : призна? тся необходимым и кпсс построить по отраслевым отделам.",0
4287,4287,"это она три ноги подставляла разом, чтоб уберечь четвертую.",1
4288,4288,"picture: френкель, фирин и успенский      так спешно нужен был стране канал,  что  не  нашлось для  строительства тачечных кол?с!",1
4289,4289,они  были даже  символом.,1
4290,4290,"одни  еще надеются на благополучный  исход  и  криком  своим боятся его нарушить (ведь  к  нам не поступают вести из  потустороннего мира, мы уже не знаем, что  с  самого мига взятия  наша  судьба уже решена почти по  худшему варианту,  и ухудшить  е?",1
4291,4291,может быть и наш лагерный сереброголосый набат -- из обители и еще там привык по первым птицам поднимать старцев на моление и усилие.,0
4292,4292,"лагерный замначальник не щадит заключ? нных : он их не покупал, детям в наследие не переда? т, а умрут одни -- пришлют других.",0
4293,4293,"в 1937-м году и частные владельцы,  не желая нажить за  не?",1
4294,4294,"а  у каждого  всегда дюжина  гладеньких причин, почему он прав,  что не жертвует собой.",1
4295,4295,1922).28 и так вс?,1
4296,4296,и вс?-таки френкель действительно стал нервом архипелага.,1
4297,4297,"-- гордо и звончей, чем требовалось, отрубил старшина.",1
4298,4298,так  и  поселился я  у  матрены  васильевны.,1
4299,4299,здесь опять на небе острова выписывает замысловатую верёвку багровая звёздочка нафталия каминского.,0
4300,4300,неужели бы дрогнул?),1
4301,4301,"десять дней назад из мешка,  где  оставался его огневой дивизион, двенадцать тяжелых орудий, я вывел почти что целой  свою  развед-батарею  -- и вот теперь он  должен  был отречься от меня перед клочком бумаги с печатью?",1
4302,4302,"не понятая и брошенная даже мужем своим, схоронившая шесть детей, но не нрав   свой   общительный,  чужая  сестрам,  золовкам,  смешная,  по-глупому работающая  на  других  бесплатно,  --  она  не  скопила имущества к смерти.",1
4303,4303,"однако коренное уничтожение религии в этой стране, все 20-е и 30-е годы бывшее  одной  из  важных  целей  гпу-нквд,  могло  быть  достигнуто  только массовыми  посадками  самих  верующих  православных.",1
4304,4304,это -- бравый вход невытираемых  сапог  бодрствующих  оперативников.,1
4305,4305,"picture: ударники      а вот  и  сами  ударники,  они  приехали  на  сл?т.",1
4306,4306,"и  это   --   благословенные  допереломные  докультовые   до-искаженные до-нарушенные тысяча девятьсот двадцать  третий,  тысяча девятьсот  двадцать пятый... (а с 1927-го то дополнение, что на нарах уже будут урки лежать  и в стоящих интеллигентов постреливать вшами с себя.)",1
4307,4307,ведь бойня кончилась! '',0
4308,4308,"инструкция  от  23  июля 1918 г.  имела тот решительный (всеми юристами отмечаемый)  недостаток,  что  в ней  ничего  не  было  сказано  о классовой дифференциации  заключ?нных, то есть, что одних заключ?нных  надо  содержать лучше, а других  хуже.",1
4309,4309,вернитесь.,1
4310,4310,он смотрел на меня и с уважением и с подозрением.,0
4311,4311,вьюги их заметут.,1
4312,4312,"и когда изготовление уже недостаточно завертелось, к этому конструктору как-то дн? якістей при конторских ( да умышленно при них!",0
4313,4313,а им еще  бы не лестно!,1
4314,4314,будете сменным живописцем глиняного поприще.,0
4315,4315,"и могут  быть использованы для работы по новым заданиям""6  (например, четко отвечают  ""так точно"", ""никак нет""?",1
4316,4316,"разумеется, такое  рассредоточение не служило  к  пользе  карательно-исправительного дела, и дзержинский добивался единства управления.",1
4317,4317,"и от одного того, что я писал, ко мне возвращалась, кажется, моя индивидуальность, минобороны?",0
4318,4318,но отнюдь  не была матрена  бесстрашной.,1
4319,4319,для того вы и назначены! '',0
4320,4320,"вы уже несетесь, несетесь по скользкому гладкому вверх, вверх, -- и где-то есть еще спасительный уступ, за который надо уцепиться, но вы не знаете, где он.",0
4321,4321,и  в двадцать месяцев отдайте канал!,1
4322,4322,сохраненная миллион веток да десятка жизней в доход не шла -- этого зла на острове никогда не считали.,0
4323,4323,нравится!,1
4324,4324,"и -- песню,  песню под небом, какие давно уже отстала деревня петь, да и не споешь при механизмах.",1
4325,4325,"разберутся!""",1
4326,4326,"д. п.  витковский, соловчанин, работавший на беломоре прорабом, и  этою самою  тухтою,  то есть приписыванием несуществующих  объ?мов работ, спасший жизнь многим, рисует такую вечернюю картину:      ""после конца рабочего дня  на трассе остаются  трупы.",1
4327,4327,госуд.,1
4328,4328,архипелаг гулаг.,1
4329,4329,то же -- думай и  ты!,1
4330,4330,"но тут же, на соседней страничке : `` при содействия революционного жестокости исправительно-трудовые концлагеря локализуют и обезвреживают преступные компоненты старого государства '' 2 ( и мо?",0
4331,4331,"вот  что  такое  арест:  это  ослепляющая  вспышка  и удар, от  которых настоящее  разом   сдвигается   в   прошедшее,  а   невозможное   становится полноправным настоящим.",1
4332,4332,"в сторонку -- и  в напуганных,  скученных людей сам стрелял  из пистолета, сопровождая  радостными  криками.",1
4333,4333,"и  билетные кассиры,  и  агенты совтуриста  и интуриста  будут  изумлены, если вы спросите у  них туда  билетик.",1
4334,4334,"с  первыми  санями трактор перевалил, а  трос лопнул, и вторые  сани,  самодельные, на переезде застряли и разваливаться начали -- фаддей для них лесу хорошего  не дал, для вторых  саней.",1
4335,4335,"ну, конечно тут есть какое-нибудь диалектическое разъяснение, но она его не нашла.",0
4336,4336,---------------------------------------------------------------   * часть третья.,1
4337,4337,"190), что никто не умирает на  строительстве!",1
4338,4338,вот где синева!,0
4339,4339,и прислал за мной как-то караульного.,0
4340,4340,"нам кажется, что мы одеваемся, а на самом главном мы обнажаемся, мы показываем, чего мы стоим.",0
4341,4341,"и опять, с тройным повторением: вечная  память!",1
4342,4342,"не  то,  что сопротивляться --  ты  и  по  лестнице спускаешься на цыпочках, как велено, чтоб соседи не слышали.4      и потом --  чему именно сопротивляться?",1
4343,4343,"так  мертвую  уж обмывать не  пришлось...  как  свадьба моя  была в петров день, так и шестого ребенка, александра, в петров день схоронила.",1
4344,4344,за каждую раскопку давался тюрьма.,0
4345,4345,теперь  зажмурьтесь.,1
4346,4346,нет матрены.,1
4347,4347,"а нам, прошедшим архипелаг, те  монахи пожалуй  и ангелами   покажутся.",1
4348,4348,так и принято говорить у заключ? нных : без тухты и тротила не построили б телеканала.,0
4349,4349,-- да только  лагерь.,1
4350,4350,"год от  году были перебраны в поисках лучшей разные формы существования арестантов:   для   неопасных,  политически   не   чуждых  --   трудколонии, исправтруддома  (с 1922 г.",1
4351,4351,"в 1939 месяце, перед финской бойней, гулаговская alma mater ковальницкого, ставшие чересчур близкими к югу, были переброшены северным морским оков? якістей в верховье реки и там влились в создаваемый норильлаг, нескоро достигший 75 миллионов женщина.",0
4352,4352,"но оказалась одна из них не чья-нибудь, а -- начальника контр-разведки армии.",1
4353,4353,"из них  создается  на фуркасовском  переулке (позади  большой  лубянки)  особое (опять особое,  любимое  слово!)",1
4354,4354,злостных  отказчиков  и  подстрекателей предавать  суду  лагерных  коллегий.,1
4355,4355,"ни одного выстрела иначе, как по заключ?нному!""",1
4356,4356,понуждала ли сталина дотошная экономическая или военная необходимость?,1
4357,4357,"и вот уже: ""...успехи социализма оказывают сво?",1
4358,4358,но в библии от остромирового сказано : `` трудящийся достоин прокорма ''.,0
4359,4359,это понималось  широко.,1
4360,4360,держи башку уверенно!,0
4361,4361,"затем движение пошло  на вологодскую линию -- и такое оживленное, что понадобилось на  станции званка открыть диспетчерский пункт слона.",1
4362,4362,"121 ук:  ""разглашение...  должностным лицом сведений,  не подлежащих оглашению"" -- и независимо от того, по его ли намерению  это  разглашение произошло, и насколько  он должностное) считался преступником  --  и  не могла  уже исч  защищать  и  выручать  провалившихся стукачей.",1
4363,4363,"а по дороги ходит московский городской троллейбус, спохватились -- е?",0
4364,4364,матрена мешалась.,1
4365,4365,"в уютной чистой спальне были только он и я. звезда предзакатное солнце, ветерок отдувал занавесь.",0
4366,4366,"выматывали потому, что сроки им давали  не сразу, а проходили  они  -- тоже пасьянс!",1
4367,4367,"но голоса были хриплы, розны, лица пьяны, и никто в эту вечную память уже не вкладывал чувства.",1
4368,4368,"( в этот неделю объявлено о перемирия англии, дупающемся семидневной бойни. )",0
4369,4369,"чем самоуверенней  я  был капитаном пол-дня назад, тем больней было защемиться на  дне этой каморки.",1
4370,4370,арестованной соседки.,1
4371,4371,весь этот несуществующий приписанный тайгу сплавконтора записывает также и себе как сплавленный.,0
4372,4372,"откажись от столиц и от вселенной всего, от твоих зал? тных стремлений, от твоих убеждённостей, от истины -- ото всего откажись и живи в этой хуторе ( но не крестьянином!",0
4373,4373,получасу не прошло -- один из наших вичек уже приходит вежливый сияющий : он назначен инженером-строителем по территории.,0
